"predator","prey","From","To","Type"
"Fire","Ptilotus macrocephalus","fire","forb","Predator-prey"
"Fire","Ptilotus polystachyus","fire","forb","Predator-prey"
"Fire","Rhyncharrhena linearis","fire","forb","Predator-prey"
"Fire","Santalum acuminatum","fire","bush","Predator-prey"
"Fire","Santalum lanceolatum","fire","bush","Predator-prey"
"Fire","Scaevola parvifolia","fire","bush","Predator-prey"
"Fire","Senna sp.","fire","bush","Predator-prey"
"Fire","Sida calyxhymenia","fire","bush","Predator-prey"
"Fire","Solanum centrale","fire","solanum","Predator-prey"
"Fire","Solanum chippendalei","fire","solanum","Predator-prey"
"Fire","Solanum cleistogamum","fire","solanum","Predator-prey"
"Fire","Solanum diversiflorum","fire","solanum","Predator-prey"
"Fire","Solanum gilesii","fire","solanum","Predator-prey"
"Fire","Solanum lasiophyllum","fire","solanum","Predator-prey"
"Fire","Tecticornia verrucosa","fire","bush","Predator-prey"
"Fire","Tetragonia eremaea","fire","forb","Predator-prey"
"Fire","Thryptomene maisonneuve","fire","bush","Predator-prey"
"Fire","Thyridolepis multiculmis","fire","spinifex","Predator-prey"
"Fire","Triodia basedownii","fire","spinifex","Predator-prey"
"Fire","Triodia longiceps","fire","spinifex","Predator-prey"
"Fire","Triodia pungens","fire","spinifex","Predator-prey"
"Fire","Yakirra australiensis","fire","spinifex","Predator-prey"
"Fire","Bird egg shell","fire","eggs","Predator-prey"
"Fire","Reptile eggs","fire","eggs","Predator-prey"
"Fire","Blattodea","fire","insect","Predator-prey"
"Fire","Araneidae","fire","insect","Predator-prey"
"Fire","Chilopoda","fire","insect","Predator-prey"
"Fire","Phasmatodea","fire","insect","Predator-prey"
"Fire","Tiliqua multifasciata","fire","skinks","Predator-prey"
"Fire","Tiliqua occipitalis","fire","skinks","Predator-prey"
"Fire","Tiliqua scincoides","fire","skinks","Predator-prey"
"Fire","Ctenophorus caudicinctus","fire","skinks","Predator-prey"
"Fire","Moloch horridus","fire","skinks","Predator-prey"
"Fire","Ctenotus isolepis","fire","skinks","Predator-prey"
"Fire","Ctenotus leonhardii","fire","skinks","Predator-prey"
"Fire","Ctenotus robustus","fire","skinks","Predator-prey"
"Fire","Ctenotus strauchii","fire","skinks","Predator-prey"
"Fire","Pogona minor","fire","skinks","Predator-prey"
"Fire","Pogona vitticeps","fire","skinks","Predator-prey"
